realization,region,FD_year_ref_time-mean,ci_name,ci_frequency,standard_name,units,mid_month
nan_GERICS_nan_nan_nan_nan_year_FD,09774_Günzburg,106.431564,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09775_Neu-Ulm,105.62511,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09776_08435_08436_09780_09763_Region_um_Lindau_(Bodensee),119.18411,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09776_Lindau (Bodensee),110.13319,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09777_Ostallgäu,127.908966,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09778_Unterallgäu,111.14997,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09779_Donau-Ries,103.824844,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,09780_Oberallgäu,142.90448,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10041_Regionalverband Saarbrücken,66.71567,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10042_Merzig-Wadern,73.33664,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10043_10044_10045_10041_10046_07336_Region_um_Neunkirchen,77.64146,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10043_Neunkirchen,76.41752,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10044_Saarlouis,68.516266,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10045_Saarpfalz-Kreis,78.62086,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,10046_St. Wendel,83.89765,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,11000_Berlin,72.95813,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12051_12063_12069_Region_um_Brandenburg_an_der_Havel,82.61324,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12051_Brandenburg an der Havel,82.18286,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12052_12071_Region_um_Cottbus,85.31625,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12052_Cottbus,83.58641,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12053_12067_12064_Region_um_Frankfurt_(Oder),84.958954,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12053_Frankfurt (Oder),87.600555,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12054_12063_12069_11000_12051_Region_um_Potsdam,81.030846,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12054_Potsdam,80.747856,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12060_Barnim,81.970345,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12061_Dahme-Spreewald,86.00095,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12062_Elbe-Elster,85.46798,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12063_Havelland,81.74543,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12064_Märkisch-Oderland,84.41463,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12065_Oberhavel,87.11612,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12066_Oberspreewald-Lausitz,83.82345,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12067_Oder-Spree,85.30058,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12068_Ostprignitz-Ruppin,84.78099,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12069_Potsdam-Mittelmark,83.23447,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12070_Prignitz,83.11168,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12071_Spree-Neiße,85.492836,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12072_Teltow-Fläming,86.87734,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,12073_Uckermark,86.16643,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13003_13072_Region_um_Rostock,75.916275,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13003_Rostock,65.32124,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13004_13076_13074_Region_um_Schwerin,74.63868,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13004_Schwerin,72.39924,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13071_Mecklenburgische Seenplatte,84.604576,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13072_Rostock,76.44598,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13073_Vorpommern-Rügen,74.259445,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13074_Nordwestmecklenburg,69.89598,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13075_Vorpommern-Greifswald,80.06002,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,13076_Ludwigslust-Parchim,76.70226,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14511_14524_14521_14522_Region_um_Chemnitz,103.24034,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14511_Chemnitz,89.278595,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14521_Erzgebirgskreis,118.844505,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14522_Mittelsachsen,94.86265,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14523_Vogtlandkreis,115.60704,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14524_Zwickau,94.73887,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14612_14627_14625_14628_Region_um_Dresden,90.35813,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14612_Dresden,80.14397,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14625_Bautzen,86.91842,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14626_Görlitz,90.82769,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14627_Meißen,80.94829,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14628_Sächsische Schweiz-Osterzgebirge,105.620865,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14713_14729_14730_Region_um_Leipzig,79.31738,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14713_Leipzig,72.40677,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14729_Leipzig,77.59225,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,14730_Nordsachsen,81.71153,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15001_15091_15082_Region_um_Dessau-Rolau,79.190605,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15001_Dessau-Roßlau,76.36582,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15002_15088_Region_um_Halle_(Saale),76.3208,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15002_Halle (Saale),73.71674,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15003_15083_15089_15086_Region_um_Magdeburg,78.52781,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15003_Magdeburg,77.0685,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15081_Altmarkkreis Salzwedel,82.81358,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15082_Anhalt-Bitterfeld,75.9747,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15083_Börde,78.25687,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15084_Burgenlandkreis,77.6331,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15085_Harz,92.68565,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15086_Jerichower Land,80.79295,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15087_Mansfeld-Südharz,90.91987,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15088_Saalekreis,76.576195,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15089_Salzlandkreis,76.683754,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15090_Stendal,83.83042,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,15091_Wittenberg,81.948,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16051_16067_16068_16070_16071_16055_Region_um_Erfurt,95.66128,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16051_Erfurt,91.36758,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16052_16076_15084_16074_Region_um_Gera,85.81739,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16052_Gera,88.02468,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16053_16074_16071_16055_Region_um_Jena,87.93173,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16053_Jena,82.70891,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16054_16066_16069_16070_Region_um_Suhl,110.4452,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16054_Suhl,124.780106,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16055_16071_Region_um_Weimar,90.11785,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16055_Weimar,89.98266,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16056_16063_06636_Region_um_Eisenach,94.37265,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16056_Eisenach,93.930145,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16061_Eichsfeld,89.965096,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16062_Nordhausen,94.209236,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16063_Wartburgkreis,96.58932,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16064_Unstrut-Hainich-Kreis,89.930374,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16065_Kyffhäuserkreis,89.293236,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16066_Schmalkalden-Meiningen,110.567276,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16067_Gotha,99.54618,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16068_Sömmerda,85.94331,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16069_Hildburghausen,109.6476,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16070_Ilm-Kreis,108.51592,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16071_Weimarer Land,90.133354,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16072_Sonneberg,115.89463,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16073_Saalfeld-Rudolstadt,108.87407,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16074_Saale-Holzland-Kreis,86.320816,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16075_Saale-Orla-Kreis,111.24399,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16076_Greiz,98.42475,FD,year,days_with_air_temperature_below_threshold,days,7
nan_GERICS_nan_nan_nan_nan_year_FD,16077_Altenburger Land,83.65611,FD,year,days_with_air_temperature_below_threshold,days,7
